ExpenseKey,DateKey,BusinessUnitKey,ExpenseAccountKey,ExpenseAmount,PaymentMethodKey,Description,ReferenceNumber
302,20230210,2,9,245.72,1,Packaging GR — 10 February 2023,EXP-20230210-09-BU2
303,20230211,2,9,217.45,1,Packaging GR — 11 February 2023,EXP-20230211-09-BU2
304,20230212,2,9,209.57,1,Packaging GR — 12 February 2023,EXP-20230212-09-BU2
305,20230213,2,9,203.41,1,Packaging GR — 13 February 2023,EXP-20230213-09-BU2
306,20230214,2,9,225.31,1,Packaging GR — 14 February 2023,EXP-20230214-09-BU2
307,20230215,2,9,226.81,1,Packaging GR — 15 February 2023,EXP-20230215-09-BU2
308,20230216,2,9,214.38,1,Packaging GR — 16 February 2023,EXP-20230216-09-BU2
309,20230217,2,9,196.11,1,Packaging GR — 17 February 2023,EXP-20230217-09-BU2
310,20230218,2,9,223.59,1,Packaging GR — 18 February 2023,EXP-20230218-09-BU2
311,20230219,2,9,160.63,1,Packaging GR — 19 February 2023,EXP-20230219-09-BU2
312,20230220,2,9,208.56,1,Packaging GR — 20 February 2023,EXP-20230220-09-BU2
313,20230221,2,9,204.65,1,Packaging GR — 21 February 2023,EXP-20230221-09-BU2
314,20230222,2,9,206.52,1,Packaging GR — 22 February 2023,EXP-20230222-09-BU2
315,20230223,2,9,203.62,1,Packaging GR — 23 February 2023,EXP-20230223-09-BU2
316,20230224,2,9,232.69,1,Packaging GR — 24 February 2023,EXP-20230224-09-BU2
317,20230225,2,9,233.56,1,Packaging GR — 25 February 2023,EXP-20230225-09-BU2
318,20230226,2,9,181.62,1,Packaging GR — 26 February 2023,EXP-20230226-09-BU2
319,20230227,2,9,184.19,1,Packaging GR — 27 February 2023,EXP-20230227-09-BU2
320,20230228,2,9,143.62,1,Packaging GR — 28 February 2023,EXP-20230228-09-BU2
321,20230205,2,10,7443.07,2,Cold Storage — February 2023,EXP-20230205-10-BU2
322,20230210,1,11,2966.73,2,Building Maintenance — February 2023,EXP-20230210-11-BU1
323,20230210,2,11,2966.73,2,Building Maintenance — February 2023,EXP-20230210-11-BU2
324,20230201,1,12,4243.22,2,Security Services — February 2023,EXP-20230201-12-BU1
325,20230201,2,12,4243.22,2,Security Services — February 2023,EXP-20230201-12-BU2
326,20230205,1,13,2944.49,2,Internet & Phone — February 2023,EXP-20230205-13-BU1
327,20230205,2,13,2944.49,2,Internet & Phone — February 2023,EXP-20230205-13-BU2
328,20230201,1,14,51.28,1,Miscellaneous — 01 February 2023,EXP-20230201-14-BU1
329,20230202,1,14,57.25,1,Miscellaneous — 02 February 2023,EXP-20230202-14-BU1
330,20230203,1,14,77.42,1,Miscellaneous — 03 February 2023,EXP-20230203-14-BU1
331,20230204,1,14,78.71,1,Miscellaneous — 04 February 2023,EXP-20230204-14-BU1
332,20230205,1,14,56.68,1,Miscellaneous — 05 February 2023,EXP-20230205-14-BU1
333,20230206,1,14,81.59,1,Miscellaneous — 06 February 2023,EXP-20230206-14-BU1
334,20230207,1,14,61.8,1,Miscellaneous — 07 February 2023,EXP-20230207-14-BU1
335,20230208,1,14,78.72,1,Miscellaneous — 08 February 2023,EXP-20230208-14-BU1
336,20230209,1,14,65.45,1,Miscellaneous — 09 February 2023,EXP-20230209-14-BU1
337,20230210,1,14,75.3,1,Miscellaneous — 10 February 2023,EXP-20230210-14-BU1
338,20230211,1,14,61.02,1,Miscellaneous — 11 February 2023,EXP-20230211-14-BU1
339,20230212,1,14,49.57,1,Miscellaneous — 12 February 2023,EXP-20230212-14-BU1
340,20230213,1,14,56.92,1,Miscellaneous — 13 February 2023,EXP-20230213-14-BU1
341,20230214,1,14,74.67,1,Miscellaneous — 14 February 2023,EXP-20230214-14-BU1
342,20230215,1,14,83.52,1,Miscellaneous — 15 February 2023,EXP-20230215-14-BU1
343,20230216,1,14,71.92,1,Miscellaneous — 16 February 2023,EXP-20230216-14-BU1
344,20230217,1,14,77.55,1,Miscellaneous — 17 February 2023,EXP-20230217-14-BU1
345,20230218,1,14,47.31,1,Miscellaneous — 18 February 2023,EXP-20230218-14-BU1
346,20230219,1,14,77.2,1,Miscellaneous — 19 February 2023,EXP-20230219-14-BU1
347,20230220,1,14,80.22,1,Miscellaneous — 20 February 2023,EXP-20230220-14-BU1
348,20230221,1,14,63.28,1,Miscellaneous — 21 February 2023,EXP-20230221-14-BU1
349,20230222,1,14,66.53,1,Miscellaneous — 22 February 2023,EXP-20230222-14-BU1
350,20230223,1,14,48.84,1,Miscellaneous — 23 February 2023,EXP-20230223-14-BU1
351,20230224,1,14,53.74,1,Miscellaneous — 24 February 2023,EXP-20230224-14-BU1
352,20230225,1,14,49.01,1,Miscellaneous — 25 February 2023,EXP-20230225-14-BU1
353,20230226,1,14,76.05,1,Miscellaneous — 26 February 2023,EXP-20230226-14-BU1
354,20230227,1,14,78.79,1,Miscellaneous — 27 February 2023,EXP-20230227-14-BU1
355,20230228,1,14,51.11,1,Miscellaneous — 28 February 2023,EXP-20230228-14-BU1
356,20230201,2,14,79.22,1,Miscellaneous — 01 February 2023,EXP-20230201-14-BU2
357,20230202,2,14,76.1,1,Miscellaneous — 02 February 2023,EXP-20230202-14-BU2
358,20230203,2,14,66.12,1,Miscellaneous — 03 February 2023,EXP-20230203-14-BU2
359,20230204,2,14,81.37,1,Miscellaneous — 04 February 2023,EXP-20230204-14-BU2
360,20230205,2,14,77.73,1,Miscellaneous — 05 February 2023,EXP-20230205-14-BU2
361,20230206,2,14,52.7,1,Miscellaneous — 06 February 2023,EXP-20230206-14-BU2
362,20230207,2,14,80.45,1,Miscellaneous — 07 February 2023,EXP-20230207-14-BU2
363,20230208,2,14,61.06,1,Miscellaneous — 08 February 2023,EXP-20230208-14-BU2
364,20230209,2,14,50.13,1,Miscellaneous — 09 February 2023,EXP-20230209-14-BU2
365,20230210,2,14,51.85,1,Miscellaneous — 10 February 2023,EXP-20230210-14-BU2
366,20230211,2,14,70.21,1,Miscellaneous — 11 February 2023,EXP-20230211-14-BU2
367,20230212,2,14,81.72,1,Miscellaneous — 12 February 2023,EXP-20230212-14-BU2
368,20230213,2,14,61.15,1,Miscellaneous — 13 February 2023,EXP-20230213-14-BU2
369,20230214,2,14,66.0,1,Miscellaneous — 14 February 2023,EXP-20230214-14-BU2
370,20230215,2,14,55.65,1,Miscellaneous — 15 February 2023,EXP-20230215-14-BU2
371,20230216,2,14,76.33,1,Miscellaneous — 16 February 2023,EXP-20230216-14-BU2
372,20230217,2,14,48.62,1,Miscellaneous — 17 February 2023,EXP-20230217-14-BU2
373,20230218,2,14,66.34,1,Miscellaneous — 18 February 2023,EXP-20230218-14-BU2
374,20230219,2,14,66.49,1,Miscellaneous — 19 February 2023,EXP-20230219-14-BU2
375,20230220,2,14,44.3,1,Miscellaneous — 20 February 2023,EXP-20230220-14-BU2
376,20230221,2,14,79.94,1,Miscellaneous — 21 February 2023,EXP-20230221-14-BU2
377,20230222,2,14,81.22,1,Miscellaneous — 22 February 2023,EXP-20230222-14-BU2
378,20230223,2,14,61.99,1,Miscellaneous — 23 February 2023,EXP-20230223-14-BU2
379,20230224,2,14,71.78,1,Miscellaneous — 24 February 2023,EXP-20230224-14-BU2
380,20230225,2,14,76.45,1,Miscellaneous — 25 February 2023,EXP-20230225-14-BU2
381,20230226,2,14,48.68,1,Miscellaneous — 26 February 2023,EXP-20230226-14-BU2
382,20230227,2,14,47.47,1,Miscellaneous — 27 February 2023,EXP-20230227-14-BU2
383,20230228,2,14,70.38,1,Miscellaneous — 28 February 2023,EXP-20230228-14-BU2
384,20230201,1,15,89.35,1,Vehicle Fuel — 01 February 2023,EXP-20230201-15-BU1
385,20230202,1,15,95.56,1,Vehicle Fuel — 02 February 2023,EXP-20230202-15-BU1
386,20230203,1,15,90.0,1,Vehicle Fuel — 03 February 2023,EXP-20230203-15-BU1
387,20230204,1,15,97.99,1,Vehicle Fuel — 04 February 2023,EXP-20230204-15-BU1
388,20230205,1,15,68.41,1,Vehicle Fuel — 05 February 2023,EXP-20230205-15-BU1
389,20230206,1,15,71.55,1,Vehicle Fuel — 06 February 2023,EXP-20230206-15-BU1
390,20230207,1,15,72.66,1,Vehicle Fuel — 07 February 2023,EXP-20230207-15-BU1
391,20230208,1,15,81.95,1,Vehicle Fuel — 08 February 2023,EXP-20230208-15-BU1
392,20230209,1,15,99.71,1,Vehicle Fuel — 09 February 2023,EXP-20230209-15-BU1
393,20230210,1,15,103.43,1,Vehicle Fuel — 10 February 2023,EXP-20230210-15-BU1
394,20230211,1,15,81.17,1,Vehicle Fuel — 11 February 2023,EXP-20230211-15-BU1
395,20230212,1,15,91.56,1,Vehicle Fuel — 12 February 2023,EXP-20230212-15-BU1
396,20230213,1,15,75.67,1,Vehicle Fuel — 13 February 2023,EXP-20230213-15-BU1
397,20230214,1,15,85.02,1,Vehicle Fuel — 14 February 2023,EXP-20230214-15-BU1
398,20230215,1,15,109.1,1,Vehicle Fuel — 15 February 2023,EXP-20230215-15-BU1
399,20230216,1,15,74.33,1,Vehicle Fuel — 16 February 2023,EXP-20230216-15-BU1
400,20230217,1,15,101.18,1,Vehicle Fuel — 17 February 2023,EXP-20230217-15-BU1
401,20230218,1,15,62.58,1,Vehicle Fuel — 18 February 2023,EXP-20230218-15-BU1
402,20230219,1,15,78.26,1,Vehicle Fuel — 19 February 2023,EXP-20230219-15-BU1
403,20230220,1,15,94.49,1,Vehicle Fuel — 20 February 2023,EXP-20230220-15-BU1
404,20230221,1,15,100.56,1,Vehicle Fuel — 21 February 2023,EXP-20230221-15-BU1
405,20230222,1,15,91.05,1,Vehicle Fuel — 22 February 2023,EXP-20230222-15-BU1
406,20230223,1,15,105.39,1,Vehicle Fuel — 23 February 2023,EXP-20230223-15-BU1
407,20230224,1,15,102.88,1,Vehicle Fuel — 24 February 2023,EXP-20230224-15-BU1
408,20230225,1,15,92.36,1,Vehicle Fuel — 25 February 2023,EXP-20230225-15-BU1
409,20230226,1,15,78.41,1,Vehicle Fuel — 26 February 2023,EXP-20230226-15-BU1
410,20230227,1,15,79.22,1,Vehicle Fuel — 27 February 2023,EXP-20230227-15-BU1
411,20230228,1,15,92.24,1,Vehicle Fuel — 28 February 2023,EXP-20230228-15-BU1
412,20230201,2,15,96.71,1,Vehicle Fuel — 01 February 2023,EXP-20230201-15-BU2
413,20230202,2,15,82.81,1,Vehicle Fuel — 02 February 2023,EXP-20230202-15-BU2
414,20230203,2,15,82.97,1,Vehicle Fuel — 03 February 2023,EXP-20230203-15-BU2
415,20230204,2,15,71.26,1,Vehicle Fuel — 04 February 2023,EXP-20230204-15-BU2
416,20230205,2,15,61.9,1,Vehicle Fuel — 05 February 2023,EXP-20230205-15-BU2
417,20230206,2,15,86.36,1,Vehicle Fuel — 06 February 2023,EXP-20230206-15-BU2
418,20230207,2,15,105.95,1,Vehicle Fuel — 07 February 2023,EXP-20230207-15-BU2
419,20230208,2,15,102.54,1,Vehicle Fuel — 08 February 2023,EXP-20230208-15-BU2
420,20230209,2,15,114.6,1,Vehicle Fuel — 09 February 2023,EXP-20230209-15-BU2
421,20230210,2,15,97.39,1,Vehicle Fuel — 10 February 2023,EXP-20230210-15-BU2
422,20230211,2,15,74.29,1,Vehicle Fuel — 11 February 2023,EXP-20230211-15-BU2
423,20230212,2,15,97.81,1,Vehicle Fuel — 12 February 2023,EXP-20230212-15-BU2
424,20230213,2,15,105.83,1,Vehicle Fuel — 13 February 2023,EXP-20230213-15-BU2
425,20230214,2,15,95.88,1,Vehicle Fuel — 14 February 2023,EXP-20230214-15-BU2
426,20230215,2,15,87.43,1,Vehicle Fuel — 15 February 2023,EXP-20230215-15-BU2
427,20230216,2,15,94.69,1,Vehicle Fuel — 16 February 2023,EXP-20230216-15-BU2
428,20230217,2,15,63.25,1,Vehicle Fuel — 17 February 2023,EXP-20230217-15-BU2
429,20230218,2,15,75.94,1,Vehicle Fuel — 18 February 2023,EXP-20230218-15-BU2
430,20230219,2,15,70.25,1,Vehicle Fuel — 19 February 2023,EXP-20230219-15-BU2
431,20230220,2,15,83.81,1,Vehicle Fuel — 20 February 2023,EXP-20230220-15-BU2
432,20230221,2,15,109.25,1,Vehicle Fuel — 21 February 2023,EXP-20230221-15-BU2
433,20230222,2,15,71.85,1,Vehicle Fuel — 22 February 2023,EXP-20230222-15-BU2
434,20230223,2,15,65.65,1,Vehicle Fuel — 23 February 2023,EXP-20230223-15-BU2
435,20230224,2,15,103.09,1,Vehicle Fuel — 24 February 2023,EXP-20230224-15-BU2
436,20230225,2,15,107.92,1,Vehicle Fuel — 25 February 2023,EXP-20230225-15-BU2
437,20230226,2,15,90.07,1,Vehicle Fuel — 26 February 2023,EXP-20230226-15-BU2
438,20230227,2,15,81.86,1,Vehicle Fuel — 27 February 2023,EXP-20230227-15-BU2
439,20230228,2,15,84.72,1,Vehicle Fuel — 28 February 2023,EXP-20230228-15-BU2
440,20230301,1,1,31595.7,2,Shop Rent SC — March 2023,EXP-20230301-01-BU1
441,20230325,1,2,45699.79,2,Staff Salaries SC — March 2023,EXP-20230325-02-BU1
442,20230315,1,3,8402.17,2,Electricity SC — March 2023,EXP-20230315-03-BU1
443,20230301,1,4,190.99,1,Display & Decoration — 01 March 2023,EXP-20230301-04-BU1
444,20230302,1,4,209.01,1,Display & Decoration — 02 March 2023,EXP-20230302-04-BU1
445,20230303,1,4,141.87,1,Display & Decoration — 03 March 2023,EXP-20230303-04-BU1
446,20230304,1,4,216.44,1,Display & Decoration — 04 March 2023,EXP-20230304-04-BU1
447,20230305,1,4,190.82,1,Display & Decoration — 05 March 2023,EXP-20230305-04-BU1
448,20230306,1,4,199.28,1,Display & Decoration — 06 March 2023,EXP-20230306-04-BU1
449,20230307,1,4,131.14,1,Display & Decoration — 07 March 2023,EXP-20230307-04-BU1
450,20230308,1,4,218.12,1,Display & Decoration — 08 March 2023,EXP-20230308-04-BU1
451,20230309,1,4,177.3,1,Display & Decoration — 09 March 2023,EXP-20230309-04-BU1
452,20230310,1,4,159.93,1,Display & Decoration — 10 March 2023,EXP-20230310-04-BU1
453,20230311,1,4,163.78,1,Display & Decoration — 11 March 2023,EXP-20230311-04-BU1
454,20230312,1,4,152.7,1,Display & Decoration — 12 March 2023,EXP-20230312-04-BU1
455,20230313,1,4,139.1,1,Display & Decoration — 13 March 2023,EXP-20230313-04-BU1
456,20230314,1,4,125.67,1,Display & Decoration — 14 March 2023,EXP-20230314-04-BU1
457,20230315,1,4,149.71,1,Display & Decoration — 15 March 2023,EXP-20230315-04-BU1
458,20230316,1,4,174.0,1,Display & Decoration — 16 March 2023,EXP-20230316-04-BU1
459,20230317,1,4,191.8,1,Display & Decoration — 17 March 2023,EXP-20230317-04-BU1
460,20230318,1,4,198.77,1,Display & Decoration — 18 March 2023,EXP-20230318-04-BU1
461,20230319,1,4,184.36,1,Display & Decoration — 19 March 2023,EXP-20230319-04-BU1
462,20230320,1,4,134.19,1,Display & Decoration — 20 March 2023,EXP-20230320-04-BU1
463,20230321,1,4,167.19,1,Display & Decoration — 21 March 2023,EXP-20230321-04-BU1
464,20230322,1,4,191.87,1,Display & Decoration — 22 March 2023,EXP-20230322-04-BU1
465,20230323,1,4,199.79,1,Display & Decoration — 23 March 2023,EXP-20230323-04-BU1
466,20230324,1,4,156.0,1,Display & Decoration — 24 March 2023,EXP-20230324-04-BU1
467,20230325,1,4,219.18,1,Display & Decoration — 25 March 2023,EXP-20230325-04-BU1
468,20230326,1,4,205.26,1,Display & Decoration — 26 March 2023,EXP-20230326-04-BU1
469,20230327,1,4,211.15,1,Display & Decoration — 27 March 2023,EXP-20230327-04-BU1
470,20230328,1,4,191.78,1,Display & Decoration — 28 March 2023,EXP-20230328-04-BU1
471,20230329,1,4,165.33,1,Display & Decoration — 29 March 2023,EXP-20230329-04-BU1
472,20230330,1,4,219.78,1,Display & Decoration — 30 March 2023,EXP-20230330-04-BU1
473,20230331,1,4,216.35,1,Display & Decoration — 31 March 2023,EXP-20230331-04-BU1
474,20230301,1,5,92.53,1,Packaging SC — 01 March 2023,EXP-20230301-05-BU1
475,20230302,1,5,95.44,1,Packaging SC — 02 March 2023,EXP-20230302-05-BU1
476,20230303,1,5,96.62,1,Packaging SC — 03 March 2023,EXP-20230303-05-BU1
477,20230304,1,5,88.72,1,Packaging SC — 04 March 2023,EXP-20230304-05-BU1
478,20230305,1,5,63.4,1,Packaging SC — 05 March 2023,EXP-20230305-05-BU1
479,20230306,1,5,79.08,1,Packaging SC — 06 March 2023,EXP-20230306-05-BU1
480,20230307,1,5,82.68,1,Packaging SC — 07 March 2023,EXP-20230307-05-BU1
481,20230308,1,5,89.97,1,Packaging SC — 08 March 2023,EXP-20230308-05-BU1
482,20230309,1,5,77.07,1,Packaging SC — 09 March 2023,EXP-20230309-05-BU1
483,20230310,1,5,77.89,1,Packaging SC — 10 March 2023,EXP-20230310-05-BU1
484,20230311,1,5,100.28,1,Packaging SC — 11 March 2023,EXP-20230311-05-BU1
485,20230312,1,5,75.08,1,Packaging SC — 12 March 2023,EXP-20230312-05-BU1
486,20230313,1,5,60.14,1,Packaging SC — 13 March 2023,EXP-20230313-05-BU1
487,20230314,1,5,87.02,1,Packaging SC — 14 March 2023,EXP-20230314-05-BU1
488,20230315,1,5,70.92,1,Packaging SC — 15 March 2023,EXP-20230315-05-BU1
489,20230316,1,5,65.63,1,Packaging SC — 16 March 2023,EXP-20230316-05-BU1
490,20230317,1,5,83.25,1,Packaging SC — 17 March 2023,EXP-20230317-05-BU1
491,20230318,1,5,98.37,1,Packaging SC — 18 March 2023,EXP-20230318-05-BU1
492,20230319,1,5,68.61,1,Packaging SC — 19 March 2023,EXP-20230319-05-BU1
493,20230320,1,5,71.37,1,Packaging SC — 20 March 2023,EXP-20230320-05-BU1
494,20230321,1,5,75.7,1,Packaging SC — 21 March 2023,EXP-20230321-05-BU1
495,20230322,1,5,86.01,1,Packaging SC — 22 March 2023,EXP-20230322-05-BU1
496,20230323,1,5,72.47,1,Packaging SC — 23 March 2023,EXP-20230323-05-BU1
497,20230324,1,5,73.82,1,Packaging SC — 24 March 2023,EXP-20230324-05-BU1
498,20230325,1,5,86.61,1,Packaging SC — 25 March 2023,EXP-20230325-05-BU1
499,20230326,1,5,99.8,1,Packaging SC — 26 March 2023,EXP-20230326-05-BU1
500,20230327,1,5,68.79,1,Packaging SC — 27 March 2023,EXP-20230327-05-BU1
501,20230328,1,5,81.25,1,Packaging SC — 28 March 2023,EXP-20230328-05-BU1
502,20230329,1,5,90.95,1,Packaging SC — 29 March 2023,EXP-20230329-05-BU1
503,20230330,1,5,63.95,1,Packaging SC — 30 March 2023,EXP-20230330-05-BU1
504,20230331,1,5,92.06,1,Packaging SC — 31 March 2023,EXP-20230331-05-BU1
505,20230301,2,6,28597.07,2,Shop Rent GR — March 2023,EXP-20230301-06-BU2
506,20230325,2,7,44108.61,2,Staff Salaries GR — March 2023,EXP-20230325-07-BU2
507,20230315,2,8,6942.21,2,Electricity GR — March 2023,EXP-20230315-08-BU2
508,20230301,2,9,100.1,1,Packaging GR — 01 March 2023,EXP-20230301-09-BU2
509,20230302,2,9,84.05,1,Packaging GR — 02 March 2023,EXP-20230302-09-BU2
510,20230303,2,9,78.39,1,Packaging GR — 03 March 2023,EXP-20230303-09-BU2
511,20230304,2,9,78.92,1,Packaging GR — 04 March 2023,EXP-20230304-09-BU2
512,20230305,2,9,129.22,1,Packaging GR — 05 March 2023,EXP-20230305-09-BU2
513,20230306,2,9,121.15,1,Packaging GR — 06 March 2023,EXP-20230306-09-BU2
514,20230307,2,9,128.95,1,Packaging GR — 07 March 2023,EXP-20230307-09-BU2
515,20230308,2,9,126.28,1,Packaging GR — 08 March 2023,EXP-20230308-09-BU2
516,20230309,2,9,101.81,1,Packaging GR — 09 March 2023,EXP-20230309-09-BU2
517,20230310,2,9,138.12,1,Packaging GR — 10 March 2023,EXP-20230310-09-BU2
518,20230311,2,9,134.5,1,Packaging GR — 11 March 2023,EXP-20230311-09-BU2
519,20230312,2,9,99.66,1,Packaging GR — 12 March 2023,EXP-20230312-09-BU2
520,20230313,2,9,127.59,1,Packaging GR — 13 March 2023,EXP-20230313-09-BU2
521,20230314,2,9,130.67,1,Packaging GR — 14 March 2023,EXP-20230314-09-BU2
522,20230315,2,9,108.88,1,Packaging GR — 15 March 2023,EXP-20230315-09-BU2
523,20230316,2,9,84.67,1,Packaging GR — 16 March 2023,EXP-20230316-09-BU2
524,20230317,2,9,98.72,1,Packaging GR — 17 March 2023,EXP-20230317-09-BU2
525,20230318,2,9,141.79,1,Packaging GR — 18 March 2023,EXP-20230318-09-BU2
526,20230319,2,9,123.84,1,Packaging GR — 19 March 2023,EXP-20230319-09-BU2
527,20230320,2,9,127.71,1,Packaging GR — 20 March 2023,EXP-20230320-09-BU2
528,20230321,2,9,136.74,1,Packaging GR — 21 March 2023,EXP-20230321-09-BU2
529,20230322,2,9,90.09,1,Packaging GR — 22 March 2023,EXP-20230322-09-BU2
530,20230323,2,9,140.45,1,Packaging GR — 23 March 2023,EXP-20230323-09-BU2
531,20230324,2,9,110.83,1,Packaging GR — 24 March 2023,EXP-20230324-09-BU2
532,20230325,2,9,125.73,1,Packaging GR — 25 March 2023,EXP-20230325-09-BU2
533,20230326,2,9,97.68,1,Packaging GR — 26 March 2023,EXP-20230326-09-BU2
534,20230327,2,9,98.42,1,Packaging GR — 27 March 2023,EXP-20230327-09-BU2
535,20230328,2,9,100.4,1,Packaging GR — 28 March 2023,EXP-20230328-09-BU2
536,20230329,2,9,99.64,1,Packaging GR — 29 March 2023,EXP-20230329-09-BU2
537,20230330,2,9,80.86,1,Packaging GR — 30 March 2023,EXP-20230330-09-BU2
538,20230331,2,9,97.12,1,Packaging GR — 31 March 2023,EXP-20230331-09-BU2
539,20230305,2,10,7682.27,2,Cold Storage — March 2023,EXP-20230305-10-BU2
540,20230310,1,11,3695.63,2,Building Maintenance — March 2023,EXP-20230310-11-BU1
541,20230310,2,11,3695.63,2,Building Maintenance — March 2023,EXP-20230310-11-BU2
542,20230301,1,12,4240.67,2,Security Services — March 2023,EXP-20230301-12-BU1
543,20230301,2,12,4240.67,2,Security Services — March 2023,EXP-20230301-12-BU2
544,20230305,1,13,2932.64,2,Internet & Phone — March 2023,EXP-20230305-13-BU1
545,20230305,2,13,2932.64,2,Internet & Phone — March 2023,EXP-20230305-13-BU2
546,20230301,1,14,122.95,1,Miscellaneous — 01 March 2023,EXP-20230301-14-BU1
547,20230302,1,14,140.2,1,Miscellaneous — 02 March 2023,EXP-20230302-14-BU1
548,20230303,1,14,81.89,1,Miscellaneous — 03 March 2023,EXP-20230303-14-BU1
549,20230304,1,14,80.2,1,Miscellaneous — 04 March 2023,EXP-20230304-14-BU1
550,20230305,1,14,119.22,1,Miscellaneous — 05 March 2023,EXP-20230305-14-BU1
551,20230306,1,14,126.49,1,Miscellaneous — 06 March 2023,EXP-20230306-14-BU1
552,20230307,1,14,120.29,1,Miscellaneous — 07 March 2023,EXP-20230307-14-BU1
553,20230308,1,14,145.02,1,Miscellaneous — 08 March 2023,EXP-20230308-14-BU1
554,20230309,1,14,94.58,1,Miscellaneous — 09 March 2023,EXP-20230309-14-BU1
555,20230310,1,14,111.69,1,Miscellaneous — 10 March 2023,EXP-20230310-14-BU1
556,20230311,1,14,141.14,1,Miscellaneous — 11 March 2023,EXP-20230311-14-BU1
557,20230312,1,14,120.92,1,Miscellaneous — 12 March 2023,EXP-20230312-14-BU1
558,20230313,1,14,118.18,1,Miscellaneous — 13 March 2023,EXP-20230313-14-BU1
559,20230314,1,14,142.29,1,Miscellaneous — 14 March 2023,EXP-20230314-14-BU1
560,20230315,1,14,102.04,1,Miscellaneous — 15 March 2023,EXP-20230315-14-BU1
